id,ra_deg,dec_deg,mag,pm_ra_mas_yr,pm_dec_mas_yr,common_name
74305,227.816601,-55.346014,5.450,-3.82,-7.41,
74336,227.895064,-45.277495,6.440,-14.68,14.90,
74357,227.941008,-33.638849,6.990,39.89,-10.87,
74359,227.948851,10.216523,6.890,-37.20,21.78,
74367,227.958272,-16.159505,6.680,-13.15,-21.93,
74376,227.984004,-48.737702,3.880,-96.52,-47.97,
74380,227.990688,-48.743576,5.700,-98.31,-45.39,
74385,228.016916,22.313498,6.620,-22.40,-27.58,
74386,228.017802,18.976004,5.900,-16.41,11.38,
74391,228.050153,-19.106424,6.490,-40.75,-23.77,
74392,228.055467,-19.791631,4.540,-35.59,-32.55,
74395,228.071680,-52.099075,3.410,-113.94,-71.00,
74412,228.109354,-18.089945,6.860,61.86,-1.19,
74415,228.123584,-63.033461,6.860,-34.19,-34.70,
74418,228.130105,-48.218892,6.320,-24.46,-40.98,
74421,228.141697,-72.770561,6.020,-14.43,-15.72,
74432,228.182704,19.285326,6.690,-595.31,288.53,
74441,228.196645,10.702468,6.500,-38.87,-67.32,
74449,228.206686,-44.500360,4.830,-20.49,-22.20,
74470,228.254283,-61.743764,6.270,-4.82,-6.50,
74479,228.281993,-36.091370,6.090,-22.90,-22.85,
74488,228.311600,-11.006982,6.650,-53.23,-40.29,
74490,228.322608,-24.008274,6.470,-22.93,-19.97,
74493,228.330076,-19.647454,6.070,-48.01,-48.64,
74500,228.370521,-25.309164,6.470,-399.01,-75.10,
74505,228.382662,22.983156,6.310,49.61,99.99,
74514,228.398280,38.264816,6.190,-6.89,-47.72,
74537,228.465149,-1.350164,6.580,-1269.65,-503.15,
74539,228.472174,-26.193559,5.840,-14.01,-4.17,
74552,228.496633,-61.342927,6.360,-7.13,-20.76,
74553,228.496996,43.047971,6.660,-73.37,45.49,
74561,228.525061,31.787918,5.980,42.18,-30.19,
74571,228.542883,42.171449,6.120,23.74,-16.08,
74581,228.578378,-14.209426,6.750,-4.84,-19.16,
74582,228.579866,-70.079456,5.750,4.39,-8.24,
74593,228.617469,-18.428481,6.760,-106.42,-21.40,
74596,228.621688,29.164226,5.280,-69.99,28.32,
74600,228.640697,-17.768533,6.180,-14.58,-15.95,
74604,228.655525,-31.519126,4.910,-9.72,1.83,
74605,228.658348,67.347676,5.150,221.51,-392.30,
74623,228.710888,-5.502572,6.280,-28.02,6.97,
74625,228.715135,68.945723,6.520,10.22,3.10,
74649,228.797360,4.939352,5.320,-23.06,3.91,
74653,228.813983,-70.519224,6.860,-177.88,-165.01,
74657,228.831912,-44.149443,6.740,-19.12,-21.58,
74663,228.865790,-79.136429,6.660,-27.33,-34.11,
74666,228.875432,33.315102,3.460,84.84,-110.57,
74675,228.914110,-27.596315,6.790,-24.60,10.90,
74678,228.922704,25.642542,6.970,-1.58,-2.36,
74689,228.954749,0.372108,5.620,-107.26,12.83,
74690,228.961180,50.938568,6.470,24.43,-45.91,
74695,228.973213,6.464886,6.470,-9.72,-19.17,
74696,228.973589,-48.073641,5.960,5.08,-8.39,
74701,228.993884,-70.413572,6.710,-13.36,-45.65,
74702,228.996095,0.796694,6.920,178.02,-136.52,
74707,229.016798,-41.491143,5.150,-10.38,-4.87,
74716,229.043615,-43.484978,6.050,-7.82,-7.76,
74732,229.095969,-22.399421,5.520,-33.86,1.83,
74740,229.118997,-44.503628,6.580,-69.03,-30.16,
74745,229.134848,-39.560926,6.880,8.58,-7.10,
74749,229.149111,9.713007,6.740,29.95,-5.96,
74750,229.152894,-60.903987,5.740,-1.55,-4.09,
74752,229.154863,-42.370090,6.760,-22.78,-26.95,
74769,229.216018,-47.864497,6.460,-63.04,-19.50,
74775,229.229491,-46.202292,6.440,-132.80,-26.01,
74778,229.237076,-60.957245,5.040,-2.02,-4.08,
74782,229.247551,-38.447589,6.860,-77.56,-8.01,
74785,229.251966,-9.382867,2.610,-96.39,-20.76,
74793,229.274507,71.823878,5.020,3.73,9.37,
74801,229.307860,-66.092291,6.840,21.76,3.21,
74808,229.323800,62.771021,6.810,-3.99,5.03,
74818,229.344384,74.045059,6.670,-16.91,33.59,
74824,229.379001,-58.800879,4.070,-98.39,-135.46,
74837,229.412033,-63.610487,4.850,2.12,8.66,
74857,229.457687,-30.148662,4.350,-8.71,-4.47,
74858,229.471089,33.594331,6.650,14.76,0.55,
74868,229.498633,30.833117,6.860,17.51,-79.48,
74875,229.539110,-41.061133,6.300,41.36,-10.54,
74876,229.540810,-47.899954,6.980,2.82,14.48,
74885,229.562371,45.619819,6.640,-9.83,4.27,
74893,229.584140,26.840196,6.590,94.41,73.55,
74895,229.594242,0.939452,6.500,35.04,-17.46,
74896,229.602141,20.572810,5.680,-14.57,-13.13,
74901,229.608887,-0.461237,5.880,-11.60,1.28,
74911,229.633536,-47.875192,4.270,-31.74,-32.82,
74915,229.640849,-47.879133,6.870,-21.88,-59.61,
74929,229.672115,-31.209331,6.180,-8.12,-6.46,
74935,229.689617,58.503442,6.870,8.90,18.60,
74941,229.704779,-60.496323,5.430,-3.17,-4.57,
74946,229.727870,-68.679467,2.870,-66.48,-32.00,
74948,229.731434,-1.592443,6.930,-124.05,23.50,
74950,229.734957,-40.788169,5.590,-19.36,-21.78,
74975,229.827416,1.766656,5.040,373.24,-513.64,
74982,229.840829,-9.146398,6.950,12.34,-49.82,
74999,229.871153,-71.792021,6.590,-14.91,-12.25,
75000,229.875309,32.514888,6.330,-38.03,6.58,
75003,229.882406,-37.096808,6.190,-78.57,-145.36,
75018,229.940503,-66.496019,6.730,-4.44,-6.47,
75030,229.968927,62.474151,6.620,-51.17,43.04,
75039,230.009734,40.983731,6.900,-38.08,179.76,
75043,230.021422,51.958488,5.650,10.88,11.28,
75049,230.035991,29.616311,5.510,-118.74,-42.02,
75084,230.152021,-5.119744,6.600,33.46,0.56,
75091,230.168998,-67.481501,6.270,-6.32,-10.16,
75093,230.173527,44.434627,6.140,41.96,-103.55,
75095,230.178424,-56.132600,6.800,-9.18,-8.99,
75097,230.182288,71.833973,3.000,-18.03,17.68,
75101,230.196555,-2.412917,6.340,-262.44,-170.16,
75104,230.209168,31.479770,6.900,-180.01,138.88,
75107,230.220354,45.664934,6.670,44.21,-25.63,
75110,230.223674,-18.158513,6.160,-6.96,-59.67,
75118,230.255668,-15.548386,6.140,27.14,18.15,
75119,230.258420,0.715590,5.350,-42.48,-104.14,
75122,230.269431,-47.760315,6.770,74.24,-14.40,
75125,230.278736,24.958066,6.360,-26.56,-18.91,
75127,230.281836,-5.824827,5.540,-51.92,-10.86,
75141,230.343068,-40.647459,3.220,-19.11,-24.05,
75151,230.375440,-38.218639,6.570,-18.40,-21.82,
75161,230.392918,-44.938172,6.680,-21.32,-11.25,
75164,230.397144,-40.749417,6.210,-16.20,-26.88,
75177,230.451819,-36.261167,3.570,-91.85,-86.03,
75178,230.452538,32.933661,5.380,-48.83,13.91,
75181,230.456556,-48.316959,5.650,-1622.71,-275.10,
75206,230.534975,-47.927470,4.990,-141.44,-132.58,
75207,230.536702,-32.189603,7.000,-42.73,-12.11,
75210,230.546958,-37.635568,6.650,-20.17,-23.42,
75230,230.596829,12.567532,6.290,0.20,-4.52,
75243,230.622354,-74.399425,6.510,-13.88,-13.01,
75247,230.638351,-44.292860,6.740,-2.67,-23.42,
75256,230.655192,62.047169,5.990,9.30,-38.47,
75257,230.655709,39.581496,5.560,2.21,-13.77,
75260,230.660146,63.341664,5.720,-15.15,-92.40,
75264,230.670365,-44.689573,3.370,-20.25,-20.13,
75272,230.688286,-29.341907,6.500,30.42,-11.43,
75288,230.737697,-26.688776,6.530,14.28,4.58,
75294,230.757434,-15.134076,6.460,0.26,16.29,
75304,230.789014,-36.858436,4.540,-18.05,-21.53,
75306,230.789753,-51.736047,6.680,-7.43,-5.74,
75308,230.794173,-60.657109,5.650,-81.96,-27.74,
75312,230.800943,30.288241,4.990,125.77,-176.48,
75323,230.844407,-59.320698,4.480,-10.29,-36.57,
75324,230.854182,-46.140393,6.490,-28.16,-9.24,
75342,230.931942,-1.022315,6.110,76.73,-28.21,
75349,230.962929,-57.330636,6.780,-1.97,-4.07,
75352,230.967757,-12.369413,5.720,-37.69,-36.45,
75369,231.021368,45.271025,6.070,-14.52,2.34,
75379,231.049709,-10.321895,4.920,-68.52,-152.65,
75411,231.123068,37.376961,4.310,-147.68,84.69,
75415,231.129041,37.347093,6.510,-140.95,84.97,
75425,231.146916,54.212932,6.680,39.76,-55.49,
75436,231.174390,-35.917067,6.750,28.49,-7.31,
75439,231.187618,-39.710132,5.360,-25.25,-56.38,
75458,231.232434,58.966024,3.290,-8.27,17.30,
75461,231.238382,-72.046325,6.970,-0.15,-10.48,
75479,231.283556,47.060906,6.790,-61.73,-33.77,
75482,231.296628,-47.217425,6.570,-3.27,-2.62,
75501,231.334385,-38.733588,4.600,-46.05,-13.35,
75522,231.436741,-53.057964,6.660,31.01,4.06,
75530,231.447522,15.428054,5.160,-14.02,-7.51,
75535,231.472096,19.480724,6.260,-53.07,-7.23,
75552,231.522455,-21.380274,6.970,-39.79,16.18,
75565,231.560534,-68.309189,5.890,123.08,9.26,
75571,231.571725,-36.598258,6.810,-6.03,-39.74,
75572,231.572770,34.335850,5.460,-114.43,60.34,
75584,231.626184,10.036098,6.970,-14.24,-14.38,
75587,231.634052,54.020327,6.440,17.91,-13.68,
75607,231.709790,-20.005079,6.970,14.53,0.89,
75634,231.793356,84.825363,6.870,12.83,-51.75,
75647,231.825603,-36.767502,5.460,-21.21,-24.02,
75658,231.862418,-66.121398,6.920,-7.17,-17.94,
75665,231.887921,-64.531457,5.710,-12.91,-19.25,
75674,231.911957,25.101657,6.010,5.74,-12.72,
75678,231.919800,62.275744,6.530,34.23,-25.49,
75695,231.957716,29.105492,3.660,-181.39,86.84,
75696,231.964347,60.670224,5.900,-16.90,-3.14,
75714,232.018903,11.861602,6.930,-13.08,26.30,
75718,232.039869,-9.347186,6.890,72.69,-363.37,
75727,232.055220,-37.358518,7.000,19.82,-25.73,
75730,232.064159,-16.716403,5.640,16.66,-33.36,
75736,232.086183,-88.132814,6.490,-88.78,-80.65,
75742,232.113387,-51.597922,6.100,-2.55,-4.88,
75752,232.130258,38.723730,6.690,34.18,4.72,
75761,232.159527,1.842163,5.150,-84.56,-33.48,
75762,232.159963,-15.700723,6.790,-59.75,41.63,
75764,232.163603,61.726637,6.900,-1.68,7.14,
75770,232.185043,47.201502,6.150,-21.48,4.97,
75783,232.217540,57.444779,6.910,-260.97,164.86,
75788,232.236792,55.194849,6.450,-7.74,36.28,
75790,232.244539,-28.866812,6.430,-43.93,-32.87,
75809,232.299893,80.448340,6.570,-225.23,107.78,
75810,232.300565,16.395470,6.380,-32.84,61.00,
75815,232.315798,-65.890136,6.860,-18.94,-36.41,
75818,232.330402,-38.634827,6.440,-32.35,-70.76,
75822,232.338042,62.099551,6.320,-28.42,-8.88,
75825,232.347044,47.713437,6.840,11.53,4.51,
75828,232.351151,-46.732691,5.260,-8.29,-5.56,
75842,232.387075,-58.351344,6.700,-25.09,-47.26,
75848,232.394933,-17.440956,6.690,-67.68,6.75,
75870,232.461156,82.263639,6.930,66.67,-9.28,
75874,232.474239,80.771038,6.940,16.30,8.70,
75884,232.493263,-52.302813,6.700,-7.22,-8.65,
75915,232.588778,-41.918964,6.230,-21.41,-26.18,
75919,232.594915,31.285976,6.450,-17.99,-18.25,
75928,232.616082,36.804469,6.520,-69.50,35.33,
75939,232.651032,-20.728482,6.200,8.50,-29.15,
75944,232.668281,-16.609458,5.820,23.95,-2.61,
75953,232.692030,34.465682,6.810,-24.98,-10.58,
75956,232.700752,-53.374257,6.780,-22.75,-20.33,
75959,232.704973,-71.654083,6.390,-7.00,-21.76,
75971,232.730897,8.579100,6.570,30.55,-3.33,
75973,232.732295,40.833068,5.040,11.02,-8.81,
75974,232.732977,64.208505,5.740,-111.90,77.48,
75980,232.745360,-47.920297,6.840,-7.04,-17.17,
76001,232.821764,-33.819768,6.870,-21.25,-31.09,
76006,232.842959,36.616661,6.390,-3.82,-25.47,
76008,232.854392,77.349339,5.000,-46.89,5.31,
76011,232.863107,-71.062091,6.890,-16.39,-16.09,
76013,232.878419,-73.389546,5.400,0.38,-18.28,
76033,232.931046,-20.164846,6.280,-70.67,-31.33,
76041,232.945801,40.899369,4.980,-13.73,-14.92,
76048,232.959339,-32.881061,6.490,-18.86,-21.18,
76063,233.017602,-38.622372,6.230,-51.08,-70.50,
76069,233.040320,16.056152,6.220,-2.87,6.76,
76073,233.057893,-45.067529,6.820,6.11,-2.34,
76075,233.063055,-23.880168,6.750,17.82,-2.46,
76079,233.074445,-10.438635,6.570,8.34,-48.60,
76106,233.152971,-19.670364,5.500,-18.92,-39.51,
76126,233.230115,-16.852807,5.530,-10.66,-15.26,
76127,233.232483,31.359155,4.140,-19.62,-8.94,
76133,233.241449,-1.186299,5.500,-17.27,-41.17,
76136,233.269599,16.012072,6.560,22.33,-14.50,
76143,233.289727,-24.490342,6.260,-29.90,-37.28,
76165,233.351225,-40.490699,6.400,40.10,-62.89,
76170,233.362939,-61.273306,6.700,-51.23,-39.41,
76198,233.469731,17.137478,6.490,-49.20,-48.72,
76207,233.507239,-40.066349,5.820,-39.18,-34.50,
76217,233.542178,-33.171272,6.980,-36.10,-31.34,
76219,233.543832,-10.063960,4.610,305.62,-234.12,
76233,233.586928,-5.695107,6.520,-91.99,5.35,
76234,233.586973,-39.349119,6.360,-28.22,-37.49,
76243,233.610552,-9.183350,5.160,-32.01,-27.31,
76256,233.650512,67.805847,6.980,25.14,-146.78,
76259,233.655456,-28.046907,5.130,16.72,-31.22,
76267,233.671623,26.714910,2.220,120.38,-89.44,Alphecca
76276,233.700793,10.538859,3.800,-72.63,3.17,
76287,233.748314,-17.138777,6.990,-5.67,-24.41,
76291,233.769293,1.669280,6.550,-83.16,-24.97,
76297,233.785252,-41.166695,2.800,-16.05,-25.52,
76299,233.791858,43.167438,6.750,-46.08,40.42,
76303,233.799370,49.994830,6.950,22.07,-78.39,
76307,233.812084,39.010046,5.140,24.61,8.63,
76311,233.817571,53.922139,5.970,-17.96,2.08,
76333,233.881414,-14.789554,3.910,65.67,6.93,
76337,233.888656,17.655587,6.100,-77.08,-13.25,
76365,233.953679,1.227487,6.700,-66.07,8.24,
76366,233.954944,38.373947,6.300,10.14,-8.31,
76371,233.971938,-44.958337,4.550,-20.42,-21.48,
76372,233.972448,11.265685,6.040,-32.98,-11.83,
76376,233.987824,54.630568,5.770,-38.19,-0.57,
76382,234.010786,39.802406,6.780,-482.47,27.52,
76384,234.017465,52.069611,6.700,-16.96,83.83,
76395,234.047405,-33.092746,6.260,-20.35,-24.51,
76397,234.050569,-44.396689,5.440,-45.01,-55.17,
76407,234.074057,-65.613142,6.510,-74.74,-60.26,
76422,234.117226,-66.545444,6.830,8.50,21.29,
76423,234.117456,15.101401,6.510,-3.41,9.55,
76424,234.121648,16.119098,5.930,71.54,-5.54,
76425,234.123133,10.010455,5.260,46.67,-114.73,
76427,234.140511,-0.561479,6.510,-22.58,-21.48,
76440,234.179945,-66.316905,4.110,24.51,-54.66,
76450,234.202699,80.614380,6.890,-39.68,48.90,
76456,234.222368,29.991322,6.460,88.65,-57.38,
76470,234.256077,-28.135071,3.600,-13.26,-3.48,
76503,234.368775,-26.279808,6.190,-11.13,-23.11,
76508,234.380443,-22.117002,6.980,1.37,-6.54,
76509,234.383511,54.508783,5.850,-35.17,-20.49,
76519,234.413372,69.283217,5.650,-49.11,52.08,
76530,234.441098,71.153651,6.990,-17.28,9.53,
76532,234.450245,-23.141515,5.790,-31.72,-75.18,
76534,234.456462,40.353288,5.250,60.45,59.57,
76549,234.509121,-54.521984,6.980,-15.65,-19.13,
76552,234.513843,-42.567485,4.340,-147.60,56.35,
76567,234.565832,-28.206609,6.320,14.76,-23.35,
76568,234.567265,46.797995,5.760,97.18,-100.38,
76569,234.567675,-21.016153,5.820,63.82,-71.39,
76573,234.569317,24.521908,6.820,-12.03,-16.54,
76579,234.594835,43.604250,6.800,-18.34,4.61,
76582,234.606170,-19.912928,6.650,-198.62,-103.65,
76586,234.621311,-14.516662,6.800,-56.03,-84.39,
76591,234.636056,-39.160642,6.590,-21.25,-23.91,
76594,234.642502,50.423352,5.840,-4.69,-28.20,
76600,234.664102,-29.777689,3.660,-22.10,-26.54,
76602,234.666442,-8.794655,6.560,1.31,-24.26,
76603,234.666966,-8.791424,6.450,16.72,-27.28,
76606,234.673341,-45.708732,6.970,-11.95,-12.81,
76608,234.675701,-39.127747,6.050,15.37,5.22,
76617,234.703569,34.675079,6.120,-6.56,-16.19,
76618,234.706270,-52.372620,5.430,-34.13,-30.86,
76628,234.727114,-19.301709,5.360,84.20,-75.23,
76630,234.745382,46.926608,6.750,-9.47,-20.48,
76632,234.749385,85.285857,6.880,-63.39,33.12,
76637,234.756173,-78.235060,6.990,-29.52,-47.86,
76651,234.789686,57.924417,6.450,-5.85,3.87,
76664,234.827575,-77.917687,6.190,-79.59,-130.26,
76666,234.839122,-23.150171,6.330,-29.64,-21.82,
76669,234.844516,36.635828,4.640,-15.29,-6.51,
76687,234.895405,-55.427059,6.940,-2.93,-4.69,
76695,234.911329,79.983119,6.890,-32.21,39.99,
76699,234.916566,16.313919,6.980,-47.52,37.18,
76705,234.941562,-34.411893,4.660,5.65,-13.70,
76714,234.976992,-19.769084,6.880,27.74,-23.72,
76716,234.986191,-59.907815,5.950,-121.90,-215.20,
76733,235.043151,12.052954,6.220,-16.65,-8.22,
76734,235.045653,-56.914521,6.630,-18.17,-28.09,
76736,235.048443,-70.227749,6.450,-41.39,-55.11,
76739,235.064836,-31.213694,6.350,-49.77,-31.64,
76742,235.070439,-23.818058,4.970,-15.62,-8.18,
76750,235.088996,-73.446635,5.640,-12.76,-20.73,
76762,235.102915,-44.288560,6.980,-8.36,-4.31,
76764,235.108295,37.517128,6.910,1.69,-14.55,
76799,235.214344,-44.622731,6.880,-33.65,-49.84,
76809,235.242750,-47.735987,6.210,-36.22,-42.71,
76810,235.246197,16.024629,6.000,22.16,-16.80,
76824,235.278768,-39.982664,6.510,16.08,-51.31,
76829,235.297982,-44.660559,4.640,-168.70,-265.69,
76836,235.316551,-13.970303,6.870,-0.59,-5.17,
76843,235.356267,-65.068086,6.980,-14.12,-26.06,
76849,235.377678,-53.391252,6.920,-6.76,-10.75,
76852,235.387885,19.670506,4.510,-59.86,-43.23,
76866,235.447466,12.847539,5.340,39.68,-4.55,
76877,235.477931,-76.081865,5.950,-8.20,-38.98,
76878,235.478159,18.463899,5.800,-73.00,56.85,
76880,235.486744,-19.678574,4.750,-33.21,-104.33,
76894,235.507376,-64.180279,6.530,-2.07,-3.99,
76924,235.607233,-49.217537,6.950,-2.01,-6.35,
76935,235.655131,-49.489499,6.020,-4.14,-22.55,
76939,235.659801,-37.424896,5.230,-50.36,-16.11,
76944,235.669191,31.708781,6.710,-1.53,-12.33,
76945,235.670988,-34.710333,4.750,-23.96,-30.43,
76952,235.685993,26.295514,3.810,-112.52,50.70,
76957,235.711763,52.360830,5.480,-66.30,29.68,
76982,235.786219,-13.056085,6.640,73.56,-92.56,
76985,235.793929,13.667754,6.480,-20.16,-35.87,
76996,235.817087,-84.465508,5.570,137.01,96.74,
77001,235.842836,11.711044,6.940,9.64,-13.22,
77007,235.853590,-15.042998,6.300,-3.94,-95.38,
77042,235.980332,-60.287205,6.460,-3.36,-5.03,
77048,235.997168,32.515828,5.570,-28.80,-8.69,
77052,236.007691,2.515525,5.860,-44.96,-144.73,
77055,236.014433,77.794499,4.290,20.07,-2.50,
77059,236.017071,-31.603132,6.620,3.25,-83.98,
77060,236.018418,-15.672679,5.410,-34.49,-63.48,
77067,236.043232,-50.215644,6.830,-3.47,-34.16,
77070,236.066649,6.425520,2.630,134.66,44.14,Unukalhai
77086,236.094534,-41.819018,5.930,-17.70,-28.98,
77102,236.152093,80.932169,6.850,5.25,0.93,
77111,236.175624,17.264210,6.150,-30.44,6.59,
77118,236.200921,16.737375,6.990,-71.15,-7.05,
77138,236.248391,-50.785407,6.410,-52.04,-23.10,
77163,236.347783,5.447323,5.570,27.17,-3.19,
77173,236.364945,-65.749734,6.870,-5.06,-5.89,
77186,236.414588,0.891050,6.320,11.80,-4.39,
77191,236.429020,-22.753244,6.720,-31.07,-21.61,
77196,236.443460,-30.041406,6.880,-66.95,-25.19,
77227,236.523541,-1.804116,5.390,-21.84,-31.77,
77233,236.546729,15.421926,3.650,68.54,-41.31,
77235,236.553724,-28.061427,6.490,-63.36,-22.14,
77249,236.600017,15.526686,6.700,-20.07,6.64,
77257,236.611441,7.353240,4.420,-225.51,-68.52,
77272,236.645343,55.474602,5.940,-120.14,77.50,
77277,236.666478,62.599694,5.190,40.00,-56.54,
77278,236.668195,-48.736790,6.760,-7.38,-13.80,
77286,236.684294,-34.682389,5.610,-19.83,-26.63,
77287,236.689297,-6.120358,6.240,-11.94,1.26,
77294,236.712362,-58.125138,6.830,-24.94,-44.41,
77315,236.768627,-35.510286,6.820,-21.59,-24.32,
77335,236.821797,-0.269857,6.940,-243.50,-23.83,
77336,236.822301,14.115272,5.710,-54.99,31.57,
77350,236.856827,-40.194106,6.410,-156.61,-42.63,
77354,236.861842,1.546039,6.530,14.75,-31.01,
77358,236.872536,-37.915792,6.010,-416.81,-213.86,
77362,236.883174,59.568675,6.530,-27.86,-21.12,
77370,236.907974,55.376615,5.850,12.64,4.82,
77372,236.908935,-9.480483,7.000,-73.00,16.83,
77381,236.943287,45.732881,6.760,-25.80,0.33,
77390,236.971231,-65.442190,5.540,-27.98,-41.74,
77394,236.985102,-25.986931,6.980,44.81,-8.40,
77397,237.007469,31.735722,6.410,1.81,-43.76,
77403,237.027146,-50.589782,6.700,-1.15,-2.47,
77412,237.055466,13.789334,5.980,-8.84,-105.44,
77433,237.104125,-13.499281,6.940,-7.22,-1.04,
77435,237.111110,-23.834015,6.710,-48.57,-17.00,
77437,237.120094,22.415557,6.850,-31.54,-37.37,
77442,237.143401,28.156777,5.890,-2.10,-11.52,
77448,237.177172,83.619659,7.000,2.95,-0.82,
77450,237.185036,18.141779,4.090,-51.78,-88.72,
77454,237.210063,-52.438227,6.050,2.24,-11.83,
77455,237.210386,12.723638,6.790,-14.17,-8.86,
77458,237.220172,-1.001273,6.810,-47.92,0.29,
77463,237.235832,-60.367794,6.650,-11.62,63.95,
77464,237.236728,-3.818528,5.530,-29.12,6.18,
77506,237.391559,12.558644,6.690,1.78,19.43,
77512,237.398742,26.068549,4.590,-79.85,-63.78,
77516,237.405274,-3.430141,3.540,-98.07,-27.41,
77534,237.467844,-17.901936,6.820,23.53,-4.46,
77541,237.489670,-48.912382,5.860,-27.63,-10.43,
77562,237.529628,-53.209675,5.780,-27.60,-39.07,
77574,237.567837,-45.401633,6.110,39.58,-33.54,
77577,237.572847,-49.040314,6.890,-21.53,-76.59,
77578,237.573039,2.196625,5.210,30.15,-47.62,
77606,237.645455,-26.289554,6.580,-83.78,-28.65,
77622,237.703713,4.477580,3.710,127.98,61.87,
77634,237.739757,-33.627105,3.970,-5.92,-24.91,
77635,237.744807,-25.751235,4.630,-13.64,-24.91,
77645,237.778365,-55.055525,5.740,-2.95,-3.08,
77652,237.792025,52.906999,6.740,-7.95,-3.07,
77655,237.808072,35.658226,4.790,-8.07,-347.41,
77660,237.815198,-3.090430,5.090,-92.51,-27.56,
77661,237.816430,20.977875,4.740,-54.70,17.99,
77678,237.881317,-47.060719,6.000,-113.11,-33.41,
77679,237.883824,-32.686090,7.000,-23.91,6.29,
77689,237.910037,-14.133567,6.200,-20.28,-7.01,
77729,238.053707,-29.886344,6.390,-136.52,-85.51,
77730,238.054888,-45.284373,6.550,-13.41,4.50,
77738,238.069091,55.826582,5.810,-23.82,54.06,
77755,238.150130,-67.639565,7.000,11.51,-14.81,
77760,238.167477,42.449988,4.600,438.97,629.52,
77771,238.213809,-50.615804,6.630,-4.91,-7.96,
77782,238.233956,17.403170,6.290,-55.17,-8.23,
77785,238.236164,-65.152517,6.540,37.36,8.83,
77801,238.300781,13.197991,6.070,-150.56,-562.69,
77811,238.333587,-20.166994,5.040,-3.61,-19.00,
77817,238.345571,-62.606549,6.220,-5.22,-14.10,
77824,238.370921,65.288170,6.730,-14.00,34.38,
77835,238.395239,16.074988,6.210,21.28,-22.69,
77838,238.402312,68.720192,6.760,1.86,-32.44,
77840,238.403035,-25.327080,4.590,-14.42,-25.40,
77853,238.456154,-16.729622,4.130,100.12,135.27,
77858,238.474680,-24.533095,5.380,-13.51,-25.42,
77859,238.482800,-23.978036,5.410,-12.88,-24.06,
77893,238.606459,5.293946,6.870,46.92,45.09,
77900,238.625490,-27.338574,6.150,-13.48,-26.41,
77902,238.644433,20.310864,5.450,-83.83,43.04,
77907,238.657821,43.138406,5.350,-33.32,66.12,
77909,238.664742,-25.243679,5.870,-12.29,-25.45,
77910,238.667808,8.580339,6.280,2.30,-0.64,
77911,238.673354,-22.766198,6.860,-14.51,-22.09,
77927,238.719324,-60.743641,6.140,-2.02,-4.02,
77939,238.751544,-19.382881,5.950,-10.63,-18.38,
77942,238.754411,75.574316,6.880,18.55,-9.81,
77952,238.786700,-63.429750,2.830,-188.45,-401.92,
77958,238.816658,-42.605033,6.680,-73.30,-38.07,
77964,238.834264,-43.391731,6.920,5.31,8.08,
77966,238.839945,9.223461,6.900,4.89,-17.46,
77968,238.845409,-44.525966,6.970,-17.88,-18.78,
77982,238.873389,-68.602986,5.110,-8.90,-6.27,
77984,238.875428,-26.265921,5.630,-34.96,-29.93,
77985,238.877146,-31.083705,6.210,30.28,24.98,
77986,238.877544,42.566152,5.730,-23.28,16.79,
77990,238.885088,-60.177474,5.780,-47.33,-71.19,
77995,238.916073,18.620771,6.260,-7.84,-10.67,
78003,238.926135,-8.647497,6.940,1.02,-60.51,
78004,238.929559,-44.532371,6.830,-7.07,-14.70,
78012,238.948188,37.946763,5.430,29.45,80.08,
78017,238.956907,58.911710,6.310,-31.85,26.62,
78024,238.977654,-2.164260,6.770,-88.94,-60.99,
78045,239.024822,-60.482305,5.760,-36.48,-70.88,
78046,239.028482,-39.864321,6.040,4.05,-17.70,
78058,239.058321,-31.785893,6.290,47.83,4.25,
78059,239.060024,-14.399215,6.320,41.39,-77.19,
78072,239.112476,15.664733,3.850,311.20,-1282.17,
78078,239.138879,-14.829353,6.110,71.62,-35.20,
78097,239.189816,12.477935,6.940,-56.39,-2.83,
78104,239.221194,-29.214012,3.870,-15.20,-25.10,
78105,239.222840,-33.966022,5.140,23.80,-45.97,
78106,239.225438,-33.964160,5.590,20.26,-49.68,
78117,239.266452,-48.161919,6.310,-104.90,-109.76,
78118,239.271049,-35.927556,6.910,-8.99,-18.03,
78120,239.271678,-16.034328,6.530,9.57,-33.44,
78132,239.311019,14.414268,5.540,-120.83,87.25,
78142,239.338886,-36.185314,5.780,-9.83,-12.37,
78153,239.374476,39.694964,6.300,-65.19,49.98,
78159,239.397091,26.878026,4.140,-76.55,-60.24,
78168,239.418623,-20.983026,5.840,-10.00,-22.35,
78180,239.448304,54.749504,4.960,-150.18,106.47,
78183,239.453364,-23.527261,6.770,-8.32,-16.23,
78207,239.547401,-14.279318,4.950,-12.29,-16.77,
78221,239.600109,-44.080738,6.720,-44.65,-34.87,
78236,239.628359,-37.503825,6.310,-12.90,-21.87,
78246,239.645310,-24.831430,5.430,-11.41,-24.06,
78265,239.713003,-26.114043,2.890,-12.00,-25.71,
78276,239.740398,36.643706,5.610,25.20,27.65,
78279,239.742332,-65.037569,5.740,-9.49,-6.78,
78286,239.768235,49.881178,6.040,21.48,-55.61,
78306,239.834634,-33.012147,6.970,-9.74,-17.79,
78323,239.876233,-41.744396,4.990,-37.76,-16.51,
